SL No.,NDVI,LST,BURNED_AREA,1 Occurrence
1563,0.410802,14171.3913,4.336585,0
1564,0.654314,14360,5,0
1565,0.696458,14627.3,5,0
1566,0.602191,15037,5,1
1567,0.661351,14610,5,0
1568,0.596812,14497,4.534884,0
1569,0.666319,14655,5,0
1570,0.446205,14479,4.478873,0
1571,0.6517,14480,5,0
1572,0.387062,14770.52959,4.655873,1
1573,0.524472,14513,5,0
1574,0.552297,14831.33149,4.79235,0
1575,0.628627,14122.82353,4.978723,0
1576,0.552624,14406.66667,3,1
1577,0.724209,14363,5,0
1578,0.472659,15264.76758,4.990924,1
1579,0.56845,15096.66667,3,1
1580,0.667743,14624.50451,4.78125,0
1581,0.682157,14497,5,0
1582,0.576694,14526.6056,4.966467,0
1583,0.558816,14980.66667,3.666667,0
1584,0.470058,14550.66667,4.714286,0
1585,0.428322,14359.19231,4.609756,0
1586,0.562972,14651,3,0
1587,0.668152,14629,5,0
1588,0.508101,14543,4.928571,1
1589,0.584296,14501.66667,4.428571,0
1590,0.486992,14342.39024,5,0
1591,0.657771,14413,5,0
1592,0.575282,14963,5,0
1593,0.675575,15033.5,5,0
1594,0.509763,14835.92308,4.982906,0
1595,0.566181,14328.5,4.809524,0
1596,0.576841,14108,5,0
1597,0.35913,15518.5,6.727273,1
1598,0.550893,15313,5,1
1599,0.498477,14425.33333,5,0
1600,0.594928,15306.05263,5,0
1601,0.480503,14196.52174,4.982456,0
1602,0.588788,14574,5,0
1603,0.545298,14668.43068,4.571014,0
1604,0.636929,14240,4,0
1605,0.605022,14452,5,0
1606,0.658705,14546,5,0
1607,0.58624,14355.66667,3,0
1608,0.506653,14424.5,5,0
1609,0.519061,14218,4.748634,0
1610,0.7016,14813.89751,5,0
1611,0.567204,14493.33333,3.666667,0
1612,0.556541,14573,3,0
1613,0.424588,14379,5,0
1614,0.578944,14837.40171,5.382813,1
1615,0.660798,14348,3,0
1616,0.223415,13925.8,5,0
1617,0.634966,14578,5,0
1618,0.642346,13764.55769,4.94929,0
1619,0.69807,14116.5,5,0
1620,0.578275,14597.5,5,0
1621,0.713802,14704.5,4,0
1622,0.433276,15029.83333,5,0
1623,0.431869,14617.72523,4.486446,0
1624,0.464391,14978.07767,4.825137,0
1625,0.638942,14553.57456,4.95614,0
1626,0.522356,14633.66667,5,0
1627,0.637879,14872.58491,4.830189,0
1628,0.491913,14949.3,5,0
1629,0.491568,14448.5,4.592593,1
1630,0.468032,14606.5,4.741228,1
1631,0.63523,14740,3,0
1632,0.709688,14407.5,3,0
1633,0.452272,14623.82573,4.487083,1
1634,0.527236,15029,5,0
1635,0.673067,14767.66667,5.055556,1
1636,0.634164,14302,5,0
1637,0.657085,14487,5,0
1638,0.440024,14939.10142,4.936185,1
1639,0.681851,15144,5,1
1640,0.369285,14884,5,0
1641,0.551523,15151.27322,4.628415,1
1642,0.426078,14737.13178,4.721386,0
1643,0.528982,14565,3,1
1644,0.552902,14409.92105,5,0
1645,0.585933,14323,3,0
1646,0.464395,15054.23326,5.176183,0
1647,0.576841,14108,5,0
1648,0.61695,14754.28409,4.440367,1
1649,0.481193,13664.95455,4.470732,0
1650,0.631009,14564.07692,4.915094,0
1651,0.502425,14728.63158,5,0
1652,0.650831,14770,5,0
1653,0.60182,14358,3,0
1654,0.592207,15154.8,5,0
1655,0.60229,14217,4,0
1656,0.413545,14642.64602,4.808743,0
1657,0.5523,14750.25877,4.987288,0
1658,0.422313,14562.25393,4.497561,0
1659,0.593705,14062.93333,4.125683,0
1660,0.471562,14542.25756,4.935173,0
1661,0.5545,14213,5,0
1662,0.483698,14180.36066,4.944535,0
1663,0.575488,14511.66667,5,0
1664,0.499848,15075,5,0
1665,0.443288,13730,4.057737,0
1666,0.485337,14364,4.72549,1
1667,0.664733,15087.83333,5.5,1
1668,0.507274,14241.18293,4.886957,0
1669,0.602135,14771.5,3,1
1670,0.603634,14998,5,0
1671,0.477127,14594.55556,4.619048,0
1672,0.586074,14947.39623,4.773585,0
1673,0.480901,14937.70588,5,1
1674,0.569681,14601.5,5,0
1675,0.683897,14844,5,0
1676,0.482816,15065.75,5,0
1677,0.491077,14831,5,0
1678,0.66514,14392.39844,4.796875,0
1679,0.513121,15266.33333,3.571429,1
1680,0.469593,14603.62745,4.470968,1
1681,0.593548,14092,3,0
1682,0.658292,14477,5,0
1683,0.537729,14245,3,0
1684,0.076933,14008.8,5,0
1685,0.626756,14812,3,0
1686,0.529238,14391.62683,4.646341,0
1687,0.460276,15307.80865,4.849918,0
1688,0.528928,14863,5,0
1689,0.542525,14958.25,5,1
1690,0.563776,14171.33333,4.777778,0
1691,0.645652,14894,5,0
1692,0.695167,14588.75,5,0
1693,0.445512,14502,5,0
1694,0.452171,14680.09497,4.972864,0
1695,0.578655,13747.13044,4.339623,0
1696,0.585481,14526.9,4.2,0
1697,0.632368,14451,5,0
1698,0.637175,14663,5,0
1699,0.574549,14635.92857,5.608108,0
1700,0.462244,14399,4.568627,1
1701,0.481193,13664.95455,4.470732,0
1702,0.63473,14738.5,3,0
1703,0.624665,14782.71429,3.571429,0
1704,0.625877,14135.90909,5,0
1705,0.488384,14947.83333,4.666667,0
1706,0.579293,14831.53105,4.904876,0
1707,0.486338,14325,5,0
1708,0.509763,14835.92308,4.982906,0
1709,0.621721,14406,5,0
1710,0.709715,14330.4,4.851852,0
1711,0.613,14751.5,3,1
1712,0.614471,13611,4.921053,0
1713,0.549497,14269.77778,5,1
